Estacion,Fecha,Indice,Temperaturas (°C) Máxima,Temperaturas (°C) Mínima,Temperaturas (°C) Promedio,Lluvia Diaria mm (litros/m²) Mes Actual,Lluvia Diaria mm (litros/m²) Acum. Actual,Lluvia Diaria mm (litros/m²) Promedio Histórico,Lluvia Diaria mm (litros/m²) Acum. Promedio Histórico,Viento Máximo Velocidad (Km/h),Viento Máximo Dirección (°),Viento Máximo Hora Local,Dirección del viento predominante,Ruta_Archivo
Albrook,2016-01-01,1,33.2,25.5,29.4,0,0,NA,NA,25.9,340,11:00:00,Nor-Noroeste,Albrook/2016_1.csv
Albrook,2016-01-02,2,32.4,26.3,29.4,0,0,NA,NA,18.5,330,16:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-03,3,31.9,25.6,28.8,0,0,NA,NA,22.2,30,15:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-04,4,32.7,24.6,28.7,0,0,NA,NA,22.2,320,16:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-05,5,32.8,25.8,29.3,17.5,17.5,NA,NA,18.5,40,14:10:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-06,6,33.2,25.7,29.5,0,17.5,NA,NA,22.2,50,12:00:00,Nor-Noreste,Albrook/2016_1.csv
Albrook,2016-01-07,7,33.2,25.2,29.2,0,17.5,NA,NA,18.5,330,16:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-08,8,31.5,25.1,28.3,0,17.5,NA,NA,18.5,320,07:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-09,9,33.2,25.2,29.2,0,17.5,NA,NA,25.9,350,13:00:00,Nor-Noroeste,Albrook/2016_1.csv
Albrook,2016-01-10,10,32.4,24.3,28.4,0,17.5,NA,NA,25.9,310,15:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-11,11,33,23.6,28.3,0,17.5,NA,NA,22.2,30,11:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-12,12,31.6,24.4,28,0,17.5,NA,NA,29.6,280,13:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-13,13,32.4,25.3,28.9,0,17.5,NA,NA,25.9,30,12:00:00,Calmo,Albrook/2016_1.csv
Albrook,2016-01-14,14,32.8,23.6,28.2,0,17.5,NA,NA,18.5,330,10:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-15,15,31.9,23.8,27.9,0,17.5,NA,NA,25.9,320,16:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-16,16,33.6,24.7,29.2,0,17.5,NA,NA,22.2,330,18:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-17,17,32.8,24.4,28.6,0,17.5,NA,NA,22.2,330,16:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-18,18,31.8,24.8,28.3,0,17.5,NA,NA,24,90,11:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-19,19,32,25.4,28.7,0,17.5,NA,NA,40.7,350,11:00:00,Nor-Noreste,Albrook/2016_1.csv
Albrook,2016-01-20,20,33.2,25.9,29.6,0,17.5,NA,NA,18.5,50,13:00:00,Nor-Noroeste,Albrook/2016_1.csv
Albrook,2016-01-21,21,33.2,24.5,28.9,0,17.5,NA,NA,18.5,330,17:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-22,22,32.8,24,28.4,0,17.5,NA,NA,25.9,320,17:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-23,23,31.4,25.2,28.3,0,17.5,NA,NA,22.2,300,14:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-24,24,32,25,28.5,0,17.5,NA,NA,22.2,300,12:00:00,Norte,Albrook/2016_1.csv
Albrook,2016-01-25,25,32.9,24.8,28.9,0,17.5,NA,NA,22.2,340,13:00:00,Nor-Noreste,Albrook/2016_1.csv
Albrook,2016-01-26,26,33.3,23.7,28.5,0,17.5,NA,NA,22.2,330,13:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-27,27,33.1,24,28.6,0,17.5,NA,NA,22.2,320,14:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-28,28,31.8,24.6,28.2,0,17.5,NA,NA,25.9,310,15:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-29,29,31.8,24.6,28.2,0,17.5,NA,NA,25.9,310,15:00:00,Noroeste,Albrook/2016_1.csv
Albrook,2016-01-30,30,33.3,25.1,29.2,0,17.5,NA,NA,22.2,20,14:00:00,Nor-Noroeste,Albrook/2016_1.csv
Albrook,2016-01-31,31,33.3,24.5,28.9,0,17.5,NA,NA,18.5,330,13:00:00,Nor-Noroeste,Albrook/2016_1.csv
Albrook,2016-10-01,32,30.1,24.8,27.5,1.4,1.4,NA,NA,16.2,310,12:00:00,Oeste-Noroeste,Albrook/2016_10.csv
Albrook,2016-10-02,33,30.2,23.4,26.8,1.6,3,NA,NA,21.6,210,18:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-03,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-04,35,30.1,24,27.1,0,3,NA,NA,16.7,150,10:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-05,36,29.8,25.5,27.7,6.4,9.4,NA,NA,14.8,170,15:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-06,37,31.2,25.3,28.3,0,9.4,NA,NA,14.4,130,15:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-07,38,30.1,24.1,27.1,15.3,24.7,NA,NA,16.7,180,14:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-08,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-09,40,30.5,23.4,27,0,24.7,NA,NA,14.8,180,15:00:00,Calmo,Albrook/2016_10.csv
Albrook,2016-10-10,41,29.7,25,27.4,4.5,29.2,NA,NA,14.8,180,16:00:00,Calmo,Albrook/2016_10.csv
Albrook,2016-10-11,42,29.8,25.1,27.5,4.8,34,NA,NA,9.3,170,14:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-12,43,28,24.1,26.1,0,34,NA,NA,14.8,140,12:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-13,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-16,47,27.4,24.1,25.8,5.6,39.6,NA,NA,12.6,140,11:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-17,48,29.9,24.3,27.1,33.2,72.8,NA,NA,18,150,12:00:00,Sur-Sureste,Albrook/2016_10.csv
Albrook,2016-10-18,49,29.1,24.4,26.8,0,72.8,NA,NA,18,190,12:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-19,50,29.2,25.5,27.4,29,101.8,NA,NA,18.5,180,11:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-20,51,29.7,25.6,27.7,4,105.8,NA,NA,17,200,09:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-21,52,31.2,24.9,28.1,22.2,128,NA,NA,14.4,20,16:20:00,Sureste,Albrook/2016_10.csv
Albrook,2016-10-22,53,29.3,24.5,26.9,9.5,137.5,NA,NA,14.8,300,14:14:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-23,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-24,55,30.4,24.5,27.5,0,137.5,NA,NA,11.1,320,20:00:00,Noroeste,Albrook/2016_10.csv
Albrook,2016-10-25,56,29.7,23.7,26.7,36.3,173.8,NA,NA,12.9,320,12:00:00,Oeste-Noroeste,Albrook/2016_10.csv
Albrook,2016-10-26,57,26.5,24,25.3,8.4,182.2,NA,NA,12.9,90,11:00:00,Calmo,Albrook/2016_10.csv
Albrook,2016-10-27,58,29.3,23,26.2,0,182.2,NA,NA,13,180,12:00:00,Sur,Albrook/2016_10.csv
Albrook,2016-10-28,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-29,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-30,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-10-31,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_10.csv
Albrook,2016-11-01,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-02,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-03,65,30.1,24.2,27.2,0.9,0.9,NA,NA,11.1,120,13:00:00,Suroeste,Albrook/2016_11.csv
Albrook,2016-11-04,66,31.2,24.1,27.7,11.1,12,NA,NA,14.8,70,16:00:00,Sur,Albrook/2016_11.csv
Albrook,2016-11-05,67,30.7,24.7,27.7,0,12,NA,NA,18,320,15:00:00,Noroeste,Albrook/2016_11.csv
Albrook,2016-11-06,68,30.4,24,27.2,3.9,15.9,NA,NA,18.5,32,10:00:00,Noroeste,Albrook/2016_11.csv
Albrook,2016-11-07,69,27.8,23.7,25.8,56.4,72.3,NA,NA,22.2,320,14:00:00,Noroeste,Albrook/2016_11.csv
Albrook,2016-11-08,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-09,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-12,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-13,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-14,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-15,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-16,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-17,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-19,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-20,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-21,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-22,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-23,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-24,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-25,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-26,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-27,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-28,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-29,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,2016-11-30,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_11.csv
Albrook,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_12.csv
Albrook,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_12.csv
Albrook,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_12.csv
Albrook,2016-02-01,96,33,23.9,28.5,0,0,NA,NA,18.5,320,16:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-02,97,32.2,24.5,28.4,0,0,NA,NA,14.8,340,17:00:00,Nor-Noroeste,Albrook/2016_2.csv
Albrook,2016-02-03,98,33.4,25,29.2,0,0,NA,NA,25.9,40,13:00:00,Nor-Noroeste,Albrook/2016_2.csv
Albrook,2016-02-04,99,32.5,24.8,28.7,0,0,NA,NA,20.4,330,15:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-05,100,31.5,24.2,27.9,0,0,NA,NA,27.8,330,18:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-06,101,32.6,24,28.3,0,0,NA,NA,30,30,18:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-07,102,33,24.2,28.6,0,0,NA,NA,33.3,360,13:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-08,103,31.6,25.9,28.8,0.1,0.1,NA,NA,27.8,330,11:00:00,Nor-Noreste,Albrook/2016_2.csv
Albrook,2016-02-09,104,32.4,25.8,29.1,0.8,0.9,NA,NA,25.9,360,15:00:00,Nor-Noroeste,Albrook/2016_2.csv
Albrook,2016-02-10,105,31.8,26.7,29.3,0,0.9,NA,NA,55.6,350,19:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-11,106,31.6,26,28.8,0.2,1.1,NA,NA,36,330,14:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-12,107,32,25.7,28.9,0,1.1,NA,NA,32.4,20,13:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-13,108,33.6,25.6,29.6,0,1.1,NA,NA,33.3,360,17:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-14,109,32.4,25.2,28.8,0,1.1,NA,NA,35.2,330,13:00:00,Nor-Noroeste,Albrook/2016_2.csv
Albrook,2016-02-15,110,33.4,25.6,29.5,0,1.1,NA,NA,32.4,350,15:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-16,111,31.8,26.5,29.2,0,1.1,NA,NA,35,320,15:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-17,112,33.2,26.4,29.8,0,1.1,NA,NA,35.2,300,21:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-18,113,34,26.4,30.2,0,1.1,NA,NA,29.6,360,11:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-19,114,32.8,26.8,29.8,0,1.1,NA,NA,54,360,15:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-20,115,33.2,26,29.6,0,1.1,NA,NA,32.4,360,13:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-21,116,33,25.1,29.1,0,1.1,NA,NA,29.6,350,14:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-22,117,33,25,29,0,1.1,NA,NA,27.8,350,16:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-23,118,32,25.3,28.7,0,1.1,NA,NA,22.2,360,16:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-24,119,32.8,25,28.9,0,1.1,NA,NA,18.5,320,13:00:00,Norte,Albrook/2016_2.csv
Albrook,2016-02-25,120,34.2,25.6,29.9,0,1.1,NA,NA,NA,NA,NA,NA,Albrook/2016_2.csv
Albrook,2016-02-26,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_2.csv
Albrook,2016-02-27,122,32,23.9,28,0,1.1,NA,NA,33.3,360,17:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-28,123,32.6,24.7,28.7,0,1.1,NA,NA,33.3,360,16:00:00,Noroeste,Albrook/2016_2.csv
Albrook,2016-02-29,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_2.csv
Albrook,2016-03-01,125,31.7,24.2,28,0,0,NA,NA,33.3,350,21:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-02,126,33.1,25.1,29.1,0,0,NA,NA,29.6,350,15:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-03,127,32.7,23.8,28.3,0,0,NA,NA,20.4,320,18:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-04,128,31.6,24.8,28.2,0,0,NA,NA,22.2,340,10:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-05,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_3.csv
Albrook,2016-03-06,130,33.7,23.6,28.7,0,0,NA,NA,27.8,310,12:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-07,131,32.2,23.5,27.9,0,0,NA,NA,22.3,280,17:00:00,Noreste,Albrook/2016_3.csv
Albrook,2016-03-08,132,33.1,23.9,28.5,0,0,NA,NA,20.7,350,10:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-09,133,33.9,23.9,28.9,0,0,NA,NA,22.2,320,14:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-10,134,33.7,25.2,29.5,0,0,NA,NA,18.5,320,16:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-11,135,32.7,25.1,28.9,0,0,NA,NA,28.1,350,16:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-12,136,31.7,24.5,28.1,0,0,NA,NA,18.6,330,17:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-13,137,33.7,22.5,28.1,0,0,NA,NA,22.2,300,17:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-14,138,34.4,22.2,28.3,0,0,NA,NA,24,350,11:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-15,139,32.8,24.4,28.6,0,0,NA,NA,24.1,330,11:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-16,140,33.6,25.2,29.4,0,0,NA,NA,20.4,340,18:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-17,141,32.6,26.1,29.4,0,0,NA,NA,22.2,330,17:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-18,142,32.4,24.3,28.4,0,0,NA,NA,19.8,320,15:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-19,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_3.csv
Albrook,2016-03-20,144,31.7,25.6,28.7,0,0,NA,NA,20.4,290,16:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-21,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_3.csv
Albrook,2016-03-22,146,32.7,26.3,29.5,0,0,NA,NA,22.2,340,13:00:00,Norte,Albrook/2016_3.csv
Albrook,2016-03-23,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_3.csv
Albrook,2016-03-24,148,34.5,25.8,30.2,0,0,NA,NA,31.6,360,15:00:00,Norte,Albrook/2016_3.csv
Albrook,2016-03-25,149,33.9,25,29.5,0,0,NA,NA,23.4,320,16:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-26,150,33.4,25,29.2,0,0,NA,NA,21.6,350,11:00:00,Nor-Noroeste,Albrook/2016_3.csv
Albrook,2016-03-27,151,33.6,25.1,29.4,0,0,NA,NA,22.2,330,13:00:00,Nor-Noroeste,Albrook/2016_3.csv
Albrook,2016-03-28,152,34.2,24.9,29.6,0,0,NA,NA,24.1,350,17:00:00,Norte,Albrook/2016_3.csv
Albrook,2016-03-29,153,34.2,25,29.6,0,0,NA,NA,27.8,350,17:00:00,Norte,Albrook/2016_3.csv
Albrook,2016-03-30,154,35,23.7,29.4,0,0,NA,NA,18.5,310,18:00:00,Noroeste,Albrook/2016_3.csv
Albrook,2016-03-31,155,34,24.2,29.1,0,0,NA,NA,20.4,280,15:00:00,Noreste,Albrook/2016_3.csv
Albrook,2016-04-01,156,35,27.2,31.1,0,0,NA,NA,18.5,310,15:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-02,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_4.csv
Albrook,2016-04-03,158,33.5,24.4,29,0,0,NA,NA,12.9,110,13:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-04,159,34.2,25.6,29.9,0,0,NA,NA,24.1,320,17:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-05,160,33.9,25,29.5,0,0,NA,NA,31.2,340,15:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-06,161,34.7,25.6,30.2,0,0,NA,NA,25.9,350,15:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-07,162,32.6,25.5,29.1,0,0,NA,NA,24.1,350,14:00:00,Norte,Albrook/2016_4.csv
Albrook,2016-04-08,163,30.8,25.3,28.1,0,0,NA,NA,23.4,350,12:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-09,164,34,25.8,29.9,0,0,NA,NA,32.4,330,16:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-10,165,34.2,26.7,30.5,0,0,NA,NA,31.5,360,18:00:00,Norte,Albrook/2016_4.csv
Albrook,2016-04-11,166,33.6,25,29.3,0,0,NA,NA,24.1,350,14:00:00,Norte,Albrook/2016_4.csv
Albrook,2016-04-12,167,34.4,24.7,29.6,0,0,NA,NA,22.2,350,18:00:00,Nor-Noroeste,Albrook/2016_4.csv
Albrook,2016-04-13,168,33.5,23.5,28.5,0,0,NA,NA,11.1,110,14:00:00,Norte,Albrook/2016_4.csv
Albrook,2016-04-14,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_4.csv
Albrook,2016-04-15,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_4.csv
Albrook,2016-04-16,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_4.csv
Albrook,2016-04-17,172,33.3,25.4,29.4,0,0,NA,NA,14.8,330,15:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-18,173,33.7,26.3,30,0,0,NA,NA,12.9,350,11:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-19,174,32.7,26.4,29.6,0,0,NA,NA,22.2,350,14:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-20,175,32,27,29.5,0,0,NA,NA,21.6,340,14:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-21,176,32.7,26.4,29.6,0,0,NA,NA,18.5,320,17:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-22,177,33.1,26.7,29.9,0,0,NA,NA,27.9,320,16:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-23,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_4.csv
Albrook,2016-04-24,179,29.1,25.6,27.4,0,0,NA,NA,12.9,140,11:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-25,180,31.8,26.2,29,8.8,8.8,NA,NA,14.8,120,12:00:00,Este-Sureste,Albrook/2016_4.csv
Albrook,2016-04-26,181,31.6,25.8,28.7,0.8,9.6,NA,NA,12.9,180,13:00:00,Noroeste,Albrook/2016_4.csv
Albrook,2016-04-27,182,29.5,25.9,27.7,26,35.6,NA,NA,14.8,180,13:00:00,Sur,Albrook/2016_4.csv
Albrook,2016-04-28,183,29.3,26.6,28,0.5,36.1,NA,NA,14.8,160,14:00:00,Sureste,Albrook/2016_4.csv
Albrook,2016-04-29,184,31.9,26.3,29.1,1.2,37.3,NA,NA,12.6,190,16:00:00,Sur-Sureste,Albrook/2016_4.csv
Albrook,2016-04-30,185,31.7,25.6,28.7,0.1,37.4,NA,NA,12.6,160,13:00:00,Sureste,Albrook/2016_4.csv
Albrook,2016-05-01,186,30.6,25.7,28.2,18.7,18.7,NA,NA,18.5,120,13:00:00,Este-Sureste,Albrook/2016_5.csv
Albrook,2016-05-02,187,30,24.5,27.3,26.9,45.6,NA,NA,14.8,180,13:00:00,Sureste,Albrook/2016_5.csv
Albrook,2016-05-03,188,30.2,24.7,27.5,0.3,45.9,NA,NA,19.8,180,13:00:00,Sur,Albrook/2016_5.csv
Albrook,2016-05-04,189,30.2,27,28.6,0,45.9,NA,NA,14.8,140,11:00:00,Sureste,Albrook/2016_5.csv
Albrook,2016-05-05,190,31.4,25.4,28.4,0,45.9,NA,NA,12.9,180,13:00:00,Sur-Sureste,Albrook/2016_5.csv
Albrook,2016-05-06,191,31.4,26.1,28.8,0,45.9,NA,NA,13,150,10:00:00,Sur,Albrook/2016_5.csv
Albrook,2016-05-07,192,30.9,24.8,27.9,29.9,75.8,NA,NA,21.6,270,14:00:00,Este-Sureste,Albrook/2016_5.csv
Albrook,2016-05-08,193,29.2,24.8,27,0.3,76.1,NA,NA,14.4,300,18:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-09,194,32,23.9,28,0,76.1,NA,NA,23.4,290,16:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-10,195,28.2,23.7,26,30.2,106.3,NA,NA,22.2,70,11:30:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-11,196,31,24.3,27.7,0,106.3,NA,NA,14.4,30,15:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-12,197,32.2,24.9,28.6,0,106.3,NA,NA,18.5,330,13:00:00,Oeste-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-13,198,32,24.4,28.2,0,106.3,NA,NA,9.3,340,18:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-14,199,32.6,27.3,30,0,106.3,NA,NA,9.3,300,15:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-15,200,32,26.3,29.2,0.5,106.8,NA,NA,12.9,320,18:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-16,201,32,27,29.5,0,106.8,NA,NA,22.2,30,11:00:00,Nor-Noreste,Albrook/2016_5.csv
Albrook,2016-05-17,202,31.9,27.2,29.6,1.3,108.1,NA,NA,12.9,330,09:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-18,203,30.7,27.1,28.9,29.1,137.2,NA,NA,11.1,350,13:00:00,Oeste-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-19,204,32.4,24.8,28.6,29.1,166.3,NA,NA,12.9,300,18:00:00,Nor-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-20,205,33.4,26.1,29.8,29,195.3,NA,NA,20.4,340,15:30:00,Oeste-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-21,206,30.6,25.8,28.2,0,195.3,NA,NA,13,350,16:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-22,207,32.4,26.9,29.7,12.7,208,NA,NA,11.1,230,13:00:00,Noroeste,Albrook/2016_5.csv
Albrook,2016-05-23,208,31.9,26.8,29.4,0,208,NA,NA,24.1,300,16:00:00,Oeste-Noroeste,Albrook/2016_5.csv
