Estacion,Fecha,Indice,Temperaturas (°C) Máxima,Temperaturas (°C) Mínima,Temperaturas (°C) Promedio,Lluvia Diaria mm (litros/m²) Mes Actual,Lluvia Diaria mm (litros/m²) Acum. Actual,Lluvia Diaria mm (litros/m²) Promedio Histórico,Lluvia Diaria mm (litros/m²) Acum. Promedio Histórico,Viento Máximo Velocidad (Km/h),Viento Máximo Dirección (°),Viento Máximo Hora Local,Dirección del viento predominante,Ruta_Archivo
Albrook,2021-05-08,2019,30,24.8,27.4,0,0,NA,NA,13,280,14:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-09,2020,30.9,24.7,27.8,2.6,2.6,NA,NA,18.5,310,15:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-10,2021,31.7,25.1,28.4,18.7,21.3,NA,NA,24,340,13:25:00,Oeste-Noroeste,Albrook/2021_5.csv
Albrook,2021-05-11,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_5.csv
Albrook,2021-05-12,2023,31.8,26,28.9,0,21.3,NA,NA,13,310,17:22:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-13,2024,31.5,25.2,28.4,8.5,29.8,NA,NA,22.2,310,16:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-14,2025,32.4,25.6,29,0,29.8,NA,NA,22.2,360,15:00:00,Nor-Noroeste,Albrook/2021_5.csv
Albrook,2021-05-15,2026,31.8,25.7,28.8,0,29.8,NA,NA,25.9,350,14:00:00,Norte,Albrook/2021_5.csv
Albrook,2021-05-16,2027,31.5,25.5,28.5,0,29.8,NA,NA,27.8,340,15:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-17,2028,31.6,25.9,28.8,0,29.8,NA,NA,27.7,320,11:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-18,2029,30.5,25.2,27.9,10.2,40,NA,NA,16.7,300,17:00:00,Oeste,Albrook/2021_5.csv
Albrook,2021-05-19,2030,30.8,25.2,28,0.6,40.6,NA,NA,20.4,320,12:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-20,2031,30.8,25.2,28,0.6,41.2,NA,NA,20.4,320,12:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-21,2032,32.1,26.3,29.2,35,76.2,NA,NA,14.8,310,10:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-22,2033,31.2,26,28.6,7.2,83.4,NA,NA,11.1,300,12:00:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-23,2034,30.5,24.1,27.3,32.2,115.6,NA,NA,46.3,80,12:15:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-24,2035,30,25.1,27.6,6.6,122.2,NA,NA,16.6,310,16:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-25,2036,30.5,24.8,27.7,11,133.2,NA,NA,18.5,310,17:00:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-26,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_5.csv
Albrook,2021-05-27,2038,30,24.9,27.5,24.1,157.3,NA,NA,24,350,16:00:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-28,2039,30.5,25.2,27.9,3.9,161.2,NA,NA,16.6,360,14:00:00,Noroeste,Albrook/2021_5.csv
Albrook,2021-05-29,2040,29.7,24.6,27.2,5.3,166.5,NA,NA,14.8,360,11:41:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-30,2041,30.3,23.7,27,0.3,166.8,NA,NA,18.5,320,14:34:00,Variable,Albrook/2021_5.csv
Albrook,2021-05-31,2042,31.5,20.3,25.9,18.5,185.3,NA,NA,18.5,10,17:00:00,Nor-Noroeste,Albrook/2021_5.csv
Albrook,2021-06-01,2043,31.8,25.9,28.9,0,0,NA,NA,29.6,310,15:00:00,Nor-Noroeste,Albrook/2021_6.csv
Albrook,2021-06-02,2044,30.2,25,27.6,0.8,0.8,NA,NA,24.1,330,13:00:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-03,2045,30.1,25.4,27.8,4.6,5.4,NA,NA,22.2,340,14:00:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-04,2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_6.csv
Albrook,2021-06-05,2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_6.csv
Albrook,2021-06-06,2048,31.2,25.3,28.3,0,5.4,NA,NA,22.2,300,17:00:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-07,2049,28.1,23.2,25.7,52.4,57.8,NA,NA,13,180,14:00:00,Sur,Albrook/2021_6.csv
Albrook,2021-06-08,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_6.csv
Albrook,2021-06-09,2051,28.7,23.5,26.1,1.2,59,NA,NA,13,170,14:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-10,2052,30.7,25.1,27.9,0,59,NA,NA,18.5,190,12:00:00,Sur,Albrook/2021_6.csv
Albrook,2021-06-11,2053,30.4,25.6,28,1.4,60.4,NA,NA,16.7,310,16:00:00,Oeste,Albrook/2021_6.csv
Albrook,2021-06-12,2054,29.9,25.1,27.5,33.7,94.1,NA,NA,27.8,360,14:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-13,2055,30.9,24.6,27.8,19.5,113.6,NA,NA,24.1,290,17:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-14,2056,29.8,24.6,27.2,128.6,242.2,NA,NA,18.5,160,19:00:00,Sur-Sureste,Albrook/2021_6.csv
Albrook,2021-06-15,2057,28.2,25,26.6,4.3,246.5,NA,NA,16.7,180,19:00:00,Sur,Albrook/2021_6.csv
Albrook,2021-06-16,2058,30.7,24.5,27.6,0,246.5,NA,NA,12.9,170,17:00:00,Sur,Albrook/2021_6.csv
Albrook,2021-06-17,2059,30.7,25,27.9,0,246.5,NA,NA,14.8,320,17:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-18,2060,29.4,25.1,27.3,1,247.5,NA,NA,11.1,260,15:00:00,Sureste,Albrook/2021_6.csv
Albrook,2021-06-19,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2021_6.csv
Albrook,2021-06-20,2062,30.5,25.8,28.2,0.2,247.7,NA,NA,11.1,270,17:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-21,2063,27.7,22.4,25.1,54.2,301.9,NA,NA,37,170,06:34:00,Sur-Sureste,Albrook/2021_6.csv
Albrook,2021-06-22,2064,30.1,23.4,26.8,0,301.9,NA,NA,12.9,330,15:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-23,2065,30.7,24.9,27.8,2.9,304.8,NA,NA,12.9,40,13:25:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-24,2066,30.7,24.2,27.5,2.7,307.5,NA,NA,18.5,330,18:00:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-25,2067,30.6,24.1,27.4,0,307.5,NA,NA,16.7,330,19:00:00,Sur,Albrook/2021_6.csv
Albrook,2021-06-26,2068,28.1,24.4,26.3,8.5,316,NA,NA,9.3,190,08:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-27,2069,29.8,24.2,27,0,316,NA,NA,11.1,110,16:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-28,2070,31.1,23,27.1,0,316,NA,NA,16.7,340,16:00:00,Variable,Albrook/2021_6.csv
Albrook,2021-06-29,2071,31.1,24.2,27.7,0,316,NA,NA,13,300,15:00:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-06-30,2072,31,24.5,27.8,6.5,322.5,NA,NA,46.3,50,13:08:00,Noroeste,Albrook/2021_6.csv
Albrook,2021-07-01,2073,28.8,23.1,26,0,0,5.9,5.9,14.8,180,12:00:00,Sur,Albrook/2021_7.csv
Albrook,2021-07-02,2074,29.9,23.2,26.6,0,0,1.4,7.3,15,150,14:00:00,Sur-Sureste,Albrook/2021_7.csv
Albrook,2021-07-03,2075,30.4,24.8,27.6,0.5,0.5,6.5,13.8,26,300,15:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-04,2076,NA,NA,NA,NA,NA,6.3,20.1,NA,NA,NA,NA,Albrook/2021_7.csv
Albrook,2021-07-05,2077,30.4,24.1,27.3,0,0.5,6.7,26.8,12.9,190,15:00:00,Variable,Albrook/2021_7.csv
Albrook,2021-07-06,2078,31.4,24.4,27.9,0,0.5,3.8,30.6,20.4,300,18:00:00,Oeste-Noroeste,Albrook/2021_7.csv
Albrook,2021-07-07,2079,NA,NA,NA,NA,NA,4.8,35.4,NA,NA,NA,NA,Albrook/2021_7.csv
Albrook,2021-07-08,2080,31.8,25.5,28.7,1.1,1.6,7.4,42.8,16.7,310,17:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-09,2081,NA,NA,NA,NA,NA,4.4,47.2,NA,NA,NA,NA,Albrook/2021_7.csv
Albrook,2021-07-10,2082,26.7,24.4,25.6,9.3,10.9,4.2,51.4,12.9,200,09:00:00,Sur,Albrook/2021_7.csv
Albrook,2021-07-11,2083,30.5,24.4,27.5,0.8,11.7,9.2,60.6,9.3,340,14:00:00,Variable,Albrook/2021_7.csv
Albrook,2021-07-12,2084,31.4,24.5,28,7.9,19.6,9.7,70.3,31.5,360,16:00:00,Oeste,Albrook/2021_7.csv
Albrook,2021-07-13,2085,31.1,23.7,27.4,3.4,23,6.3,76.6,27.8,340,16:21:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-14,2086,29.8,23.6,26.7,4.7,27.7,2.5,79.1,55.5,100,10:08:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-15,2087,NA,NA,NA,NA,NA,8.9,88,NA,NA,NA,NA,Albrook/2021_7.csv
Albrook,2021-07-16,2088,NA,NA,NA,NA,NA,6.3,94.3,NA,NA,NA,NA,Albrook/2021_7.csv
Albrook,2021-07-17,2089,30.9,25.6,28.3,3.4,31.1,6.3,100.6,24.1,290,14:30:00,Nor-Noroeste,Albrook/2021_7.csv
Albrook,2021-07-18,2090,30.4,25.1,27.8,0.7,31.8,4.5,105.1,16.6,280,15:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-19,2091,31.6,25.1,28.4,1.6,33.4,5.7,110.8,22.2,340,17:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-20,2092,31.9,25.6,28.8,40.4,73.8,5.7,116.5,29.6,210,13:20:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-21,2093,32.9,25.7,29.3,8,81.8,4.5,121,24.1,330,14:38:00,Nor-Noroeste,Albrook/2021_7.csv
Albrook,2021-07-22,2094,33.5,25.6,29.6,0,81.8,4.9,125.9,28.8,320,14:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-23,2095,32.3,25.9,29.1,0,81.8,5.7,131.6,14.8,320,15:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-24,2096,27.8,24.4,26.1,23,104.8,5.3,136.9,11.1,320,08:11:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-25,2097,26.6,24.7,25.7,17.6,122.4,3.5,140.4,18.5,150,14:00:00,NA,Albrook/2021_7.csv
Albrook,2021-07-26,2098,29.1,23.7,26.4,0,122.4,4.7,145.1,16.7,170,13:00:00,Sur,Albrook/2021_7.csv
Albrook,2021-07-27,2099,29.5,23.9,26.7,0,122.4,6.8,151.9,20.3,170,14:00:00,Sur,Albrook/2021_7.csv
Albrook,2021-07-28,2100,31.1,23.5,27.3,12,134.4,2.4,154.3,20.4,310,16:00:00,Variable,Albrook/2021_7.csv
Albrook,2021-07-29,2101,31.9,24.6,28.3,23,157.4,5.4,159.7,33.3,120,15:22:00,Nor-Noroeste,Albrook/2021_7.csv
Albrook,2021-07-30,2102,29.6,24.9,27.3,8.5,165.9,7.5,167.2,24.1,300,17:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-07-31,2103,31,25,28,2.3,168.2,6.9,174.1,22.2,320,11:00:00,Noroeste,Albrook/2021_7.csv
Albrook,2021-08-01,2104,NA,NA,NA,NA,NA,7.6,7.6,NA,NA,NA,NA,Albrook/2021_8.csv
Albrook,2021-08-02,2105,29.3,24.7,27,17.8,17.8,9.2,16.8,12.9,170,15:00:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-03,2106,30,24.1,27.1,0.3,18.1,9,25.8,14.8,160,15:00:00,Sureste,Albrook/2021_8.csv
Albrook,2021-08-04,2107,31.5,24.8,28.2,0,18.1,4.8,30.6,14.8,280,15:00:00,Oeste-Noroeste,Albrook/2021_8.csv
Albrook,2021-08-05,2108,30.7,25,27.9,11.3,29.4,7.3,37.9,24.1,340,14:20:00,Nor-Noroeste,Albrook/2021_8.csv
Albrook,2021-08-06,2109,30.5,25.5,28,2.3,31.7,5.2,43.1,38.8,10,13:00:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-07,2110,29.3,25.1,27.2,3,34.7,6.2,49.3,16.7,250,14:38:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-08,2111,29.6,24.2,26.9,6,40.7,7.6,56.9,22.2,360,15:00:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-09,2112,28.6,25.1,26.9,13.9,54.6,9.7,66.6,14.8,310,18:00:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-10,2113,31,24.7,27.9,14.9,69.5,9,75.6,16.6,310,09:00:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-11,2114,NA,NA,NA,NA,NA,4.4,80,NA,NA,NA,NA,Albrook/2021_8.csv
Albrook,2021-08-12,2115,31.4,24.5,28,10,79.5,8.5,88.5,31.5,30,13:40:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-13,2116,29.5,24.3,26.9,48,127.5,6.9,95.4,18.5,320,18:15:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-14,2117,30.9,23.4,27.2,0,127.5,5.3,100.7,12.9,100,16:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-15,2118,29.1,24.2,26.7,0,127.5,5.2,105.9,25.9,170,12:00:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-16,2119,29.5,24.4,27,0,127.5,4.4,110.3,18.5,310,16:00:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-17,2120,29.2,23.9,26.6,0.9,128.4,7.3,117.6,13,100,11:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-18,2121,NA,NA,NA,NA,NA,5.7,123.3,NA,NA,NA,NA,Albrook/2021_8.csv
Albrook,2021-08-19,2122,29.3,23.2,26.3,27.8,156.2,6.2,129.5,9.2,150,18:00:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-20,2123,28.3,24.7,26.5,0,156.2,12.5,142,18.5,190,13:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-21,2124,30,24.3,27.2,0,156.2,6.9,148.9,14.8,160,14:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-22,2125,31.4,24.5,28,0,156.2,5,153.9,16.7,300,16:00:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-23,2126,32.2,24.7,28.5,20,176.2,5.8,159.7,18.5,350,16:00:00,Nor-Noroeste,Albrook/2021_8.csv
Albrook,2021-08-24,2127,33.6,24.2,28.9,1.9,178.1,5.9,165.6,0,0,00:00:00,NA,Albrook/2021_8.csv
Albrook,2021-08-25,2128,29.3,24.3,26.8,1.1,179.2,12.9,178.5,27.8,170,13:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-26,2129,28.9,26,27.5,4.6,183.8,9.3,187.8,25.9,190,16:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-27,2130,29.3,24.1,26.7,0,183.8,8.4,196.2,14.8,160,14:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-28,2131,30,24.1,27.1,7.7,191.5,6.6,202.8,35.2,0,15:44:00,Variable,Albrook/2021_8.csv
Albrook,2021-08-29,2132,32,25.3,28.7,1.3,192.8,5.4,208.2,20.4,340,13:00:00,Noroeste,Albrook/2021_8.csv
Albrook,2021-08-30,2133,29.7,23.1,26.4,7.6,200.4,4.1,212.3,14.8,190,15:00:00,Sur,Albrook/2021_8.csv
Albrook,2021-08-31,2134,28.7,24.4,26.6,0,200.4,8.5,220.8,20.4,150,12:00:00,Sur-Sureste,Albrook/2021_8.csv
Albrook,2021-09-01,2135,29.5,24.1,26.8,1,1,NA,NA,12.9,170,15:00:00,Sureste,Albrook/2021_9.csv
Albrook,2021-09-02,2136,31.4,24.8,28.1,0,1,NA,NA,14.8,120,12:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-03,2137,31.9,24.6,28.3,16.4,17.4,NA,NA,38.9,20,14:02:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-04,2138,28.5,25.9,27.2,0,17.4,NA,NA,13,320,17:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-05,2139,30.1,24.5,27.3,0.7,18.1,NA,NA,18.5,350,15:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-06,2140,29,24.8,26.9,9.8,27.9,NA,NA,18.5,180,14:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-07,2141,29.5,23.9,26.7,17.3,45.2,NA,NA,14.8,290,19:03:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-08,2142,29.9,24.8,27.4,28.5,73.7,NA,NA,12.9,170,14:00:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-09,2143,30.6,26,28.3,6.7,80.4,NA,NA,11.1,180,15:00:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-10,2144,30.8,25.1,28,0,80.4,NA,NA,22.2,340,12:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-11,2145,28.6,25,26.8,4.6,85,NA,NA,16.7,0,11:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-12,2146,28.8,24.7,26.8,0,85,NA,NA,16.7,170,12:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-13,2147,28.8,24,26.4,2.4,87.4,NA,NA,11.1,180,14:00:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-14,2148,31.4,23.8,27.6,0,87.4,NA,NA,16.7,350,15:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-15,2149,27.6,23.1,25.4,32.2,119.6,NA,NA,31.5,40,13:42:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-16,2150,31,22.1,26.6,0,119.6,NA,NA,14.8,170,14:00:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-17,2151,32.4,25,28.7,5,124.6,NA,NA,22.2,340,16:22:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-18,2152,31.7,23.5,27.6,0,124.6,NA,NA,25.9,310,13:13:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-19,2153,31,24,27.5,45.1,169.7,NA,NA,16.7,320,12:22:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-20,2154,31,24.9,28,2,171.7,NA,NA,22.2,320,15:00:00,Variable,Albrook/2021_9.csv
Albrook,2021-09-21,2155,32.4,26.1,29.3,0.3,172,NA,NA,13,290,16:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-22,2156,29.7,24.8,27.3,6.3,178.3,NA,NA,18.5,320,13:00:00,Nor-Noroeste,Albrook/2021_9.csv
Albrook,2021-09-23,2157,29.9,23.4,26.7,0,178.3,NA,NA,16.8,300,14:22:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-24,2158,28.1,24.5,26.3,3,181.3,NA,NA,13,310,16:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-25,2159,32.8,24.7,28.8,0,181.3,NA,NA,25.9,320,15:27:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-26,2160,33,26,29.5,0,181.3,NA,NA,14.8,320,17:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-27,2161,31.2,25.5,28.4,0.5,181.8,NA,NA,16.6,230,15:00:00,Noroeste,Albrook/2021_9.csv
Albrook,2021-09-28,2162,0,0,0,0,181.8,NA,NA,0,0,00:00:00,N/D,Albrook/2021_9.csv
Albrook,2021-09-29,2163,29.1,23.3,26.2,0,181.8,NA,NA,14.8,180,11:00:00,Sur,Albrook/2021_9.csv
Albrook,2021-09-30,2164,29.7,23.5,26.6,0,181.8,NA,NA,16.7,170,13:00:00,Variable,Albrook/2021_9.csv
Albrook,2022-01-01,2165,31.8,23,27.4,0,0,NA,NA,18.5,330,11:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-02,2166,30.5,23.8,27.2,1.4,1.4,NA,NA,22.2,340,10:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-03,2167,30.9,25,28,4.3,5.7,NA,NA,18.5,310,19:00:00,Noroeste,Albrook/2022_1.csv
Albrook,2022-01-04,2168,31.1,23,27.1,0,5.7,NA,NA,24.1,350,13:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-05,2169,31.4,24.3,27.9,0,5.7,NA,NA,20.3,340,11:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-06,2170,30.9,23.1,27,0,5.7,NA,NA,22.2,330,16:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-07,2171,30.9,23,27,0,5.7,NA,NA,20.4,340,15:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-08,2172,31.8,23.2,27.5,0,5.7,NA,NA,22.2,340,16:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-09,2173,31.7,24,27.9,0,5.7,NA,NA,22.2,350,16:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-10,2174,31.4,24,27.7,0,5.7,NA,NA,24,340,13:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-11,2175,31.6,23,27.3,0,5.7,NA,NA,31.5,350,13:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-12,2176,NA,NA,NA,0,5.7,NA,NA,NA,NA,NA,N/D,Albrook/2022_1.csv
Albrook,2022-01-13,2177,30.2,23,26.6,1,6.7,NA,NA,24.1,310,12:00:00,Noroeste,Albrook/2022_1.csv
Albrook,2022-01-14,2178,30.6,21.9,26.3,0,6.7,NA,NA,25.9,330,12:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-15,2179,30.8,22.3,26.6,0,6.7,NA,NA,18.5,350,16:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-16,2180,30.8,22.9,26.9,0,6.7,NA,NA,22.2,310,15:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-17,2181,31.9,23.7,27.8,0,6.7,NA,NA,22.2,350,13:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-18,2182,31.2,24.2,27.7,0,6.7,NA,NA,24,360,15:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-19,2183,31.5,21.1,26.3,0,6.7,NA,NA,29.6,360,14:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-20,2184,32.3,24,28.2,0,6.7,NA,NA,27.8,350,14:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-21,2185,32.2,24.8,28.5,0,6.7,NA,NA,24.1,330,11:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-22,2186,32.2,24.8,28.5,0,6.7,NA,NA,24.1,330,11:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-23,2187,32,25,28.5,0,6.7,NA,NA,22.2,360,10:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-24,2188,31.6,23.2,27.4,0,6.7,NA,NA,31.4,350,15:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-25,2189,32.3,23.3,27.8,0,6.7,NA,NA,20.3,350,12:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-26,2190,31.8,22.1,27,0,6.7,NA,NA,22.2,350,16:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-27,2191,30.8,23.9,27.4,0,6.7,NA,NA,24.1,360,12:00:00,Noroeste,Albrook/2022_1.csv
Albrook,2022-01-28,2192,31.8,23.8,27.8,0,6.7,NA,NA,22.2,330,17:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-29,2193,31.9,21.9,26.9,0,6.7,NA,NA,24,300,16:00:00,Nor-Noroeste,Albrook/2022_1.csv
Albrook,2022-01-30,2194,31.8,22.4,27.1,0,6.7,NA,NA,25.9,350,14:00:00,Norte,Albrook/2022_1.csv
Albrook,2022-01-31,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2022_1.csv
Albrook,2022-10-01,2196,27.4,24.9,26.2,22.2,22.2,NA,NA,25.9,190,13:00:00,Sureste,Albrook/2022_10.csv
Albrook,2022-10-02,2197,30.3,24,27.2,0.5,22.7,NA,NA,13,320,18:00:00,Sur,Albrook/2022_10.csv
Albrook,2022-10-03,2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2022_10.csv
Albrook,2022-10-04,2199,31.1,25.4,28.3,0.4,23.1,NA,NA,18.5,290,11:00:00,Noroeste,Albrook/2022_10.csv
Albrook,2022-10-05,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2022_10.csv
Albrook,2022-10-06,2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2022_10.csv
Albrook,2022-10-07,2202,28.9,24.9,26.9,2.2,25.3,NA,NA,16.6,340,10:00:00,Nor-Noroeste,Albrook/2022_10.csv
Albrook,2022-10-08,2203,28.9,24.9,26.9,2.2,27.5,NA,NA,16.6,340,10:00:00,Nor-Noreste,Albrook/2022_10.csv
Albrook,2022-10-09,2204,28.9,24.9,26.9,2.2,29.7,NA,NA,16.7,340,10:01:00,Nor-Noroeste,Albrook/2022_10.csv
Albrook,2022-10-10,2205,29.5,26.4,28,0,29.7,NA,NA,14.8,180,15:00:00,Sur,Albrook/2022_10.csv
Albrook,2022-10-11,2206,30.6,24.3,27.5,0,29.7,NA,NA,16.7,150,12:00:00,Noroeste,Albrook/2022_10.csv
Albrook,2022-10-12,2207,32.9,24,28.5,106,135.7,NA,NA,14.8,50,13:00:00,Noroeste,Albrook/2022_10.csv
Albrook,2022-10-13,2208,27.9,23.2,25.6,0.6,136.3,NA,NA,16.6,160,17:00:00,Sur-Sureste,Albrook/2022_10.csv
Albrook,2022-10-14,2209,29,24.2,26.6,1.6,137.9,NA,NA,16.6,160,15:00:00,Sur,Albrook/2022_10.csv
Albrook,2022-10-15,2210,29,24,26.5,0,137.9,NA,NA,5.5,140,17:00:00,Sureste,Albrook/2022_10.csv
Albrook,2022-10-16,2211,29,24.1,26.6,6.6,144.5,NA,NA,12.9,NA,15:03:00,Suroeste,Albrook/2022_10.csv
Albrook,2022-10-17,2212,NA,NA,NA,0,144.5,NA,NA,NA,NA,NA,N/D,Albrook/2022_10.csv
Albrook,2022-10-18,2213,29.9,24.6,27.3,1.2,145.7,NA,NA,30,260,15:00:00,Oeste-Noroeste,Albrook/2022_10.csv
Albrook,2022-10-19,2214,30.5,24.8,27.7,4.6,150.3,NA,NA,12.9,280,17:00:00,Noroeste,Albrook/2022_10.csv
Albrook,2022-10-20,2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2022_10.csv
Albrook,2022-10-21,2216,28,24,26,14.3,164.6,NA,NA,11.1,330,17:00:00,Oeste,Albrook/2022_10.csv
